index,ID,GENDER,OWN_CAR,OWN_REALTY,CHILDREN,TOTAL_INCOME,INCOME_TYPE,EDUCATION_TYPE,FAMILY_STATUS,HOUSING_TYPE,AGE,EXPERIENCE,WORK_PHONE,OCCUPATION_TYPE,FAM_MEMBERS,CREDIT_CARD_APPROVAL_STATUS
28,5008837,1,1,1,3,270000.0,4,4,1,1,34.0,3.0,0,8,5.0,1
29,5008838,1,0,1,1,405000.0,0,1,1,1,32.0,5.0,0,10,3.0,1
30,5008839,1,0,1,1,405000.0,0,1,1,1,32.0,5.0,0,10,3.0,1
31,5008840,1,0,1,1,405000.0,0,1,1,1,32.0,5.0,0,10,3.0,1
32,5008841,1,0,1,1,405000.0,0,1,1,1,32.0,5.0,0,10,3.0,1
33,5008842,1,0,1,1,405000.0,0,1,1,1,32.0,5.0,0,10,3.0,1
34,5008843,1,0,1,1,405000.0,0,1,1,1,32.0,5.0,0,10,3.0,1
35,5008844,1,1,1,0,112500.0,0,4,1,1,56.0,12.0,0,4,2.0,1
36,5008846,1,1,1,0,112500.0,0,4,1,1,56.0,12.0,0,4,2.0,1
37,5008847,1,1,1,0,112500.0,0,4,1,1,56.0,12.0,0,4,2.0,1
38,5008849,1,1,1,0,112500.0,0,4,1,1,56.0,12.0,0,4,2.0,1
39,5008850,1,1,1,0,112500.0,0,4,1,1,56.0,12.0,0,4,2.0,1
40,5008851,1,1,1,0,112500.0,0,4,1,1,56.0,12.0,0,4,2.0,1
41,5008852,1,1,1,0,112500.0,0,4,1,1,56.0,12.0,0,4,2.0,1
42,5008853,1,1,1,0,112500.0,0,4,1,1,56.0,12.0,0,4,2.0,1
46,5008854,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
47,5008855,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
48,5008856,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
49,5008857,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
50,5008858,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
51,5008859,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
52,5008860,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
53,5008861,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
54,5008862,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
55,5008863,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
56,5008864,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
57,5008865,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
58,5008866,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
59,5008867,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
60,5112846,0,1,1,2,135000.0,4,4,1,1,43.0,8.0,0,8,4.0,1
62,5008868,0,0,1,1,211500.0,2,4,0,1,44.0,19.0,0,3,3.0,1
63,5008870,0,0,1,1,211500.0,2,4,0,1,44.0,19.0,0,3,3.0,1
64,5008872,1,1,1,0,360000.0,0,4,1,1,45.0,14.0,0,18,2.0,1
66,5008873,0,0,1,2,126000.0,0,1,1,1,33.0,4.0,0,10,4.0,1
67,5008874,0,0,1,2,126000.0,0,1,1,1,33.0,4.0,0,10,4.0,1
68,5008875,0,0,1,2,126000.0,0,1,1,1,33.0,4.0,0,10,4.0,1
69,5008876,0,0,1,2,126000.0,0,1,1,1,33.0,4.0,0,10,4.0,1
70,5008877,0,0,1,2,126000.0,0,1,1,1,33.0,4.0,0,10,4.0,1
71,5008878,0,0,1,2,126000.0,0,1,1,1,33.0,4.0,0,10,4.0,1
72,5008879,0,0,1,2,126000.0,0,1,1,1,33.0,4.0,0,10,4.0,1
73,5008880,0,0,1,2,126000.0,0,1,1,1,33.0,4.0,0,10,4.0,1
74,5008881,0,0,1,2,126000.0,0,1,1,1,33.0,4.0,0,10,4.0,1
75,5008882,0,0,1,2,126000.0,0,1,1,1,33.0,4.0,0,10,4.0,1
76,5008884,0,0,1,0,315000.0,1,4,4,1,55.0,0.0,0,15,1.0,1
77,5008888,0,0,1,0,247500.0,0,1,2,4,46.0,3.0,0,3,1.0,1
78,5008889,0,0,1,0,247500.0,0,1,2,4,46.0,3.0,0,3,1.0,1
79,5008890,0,0,1,0,247500.0,0,1,2,4,46.0,3.0,0,3,1.0,1
80,5112847,0,0,1,0,247500.0,0,1,2,4,46.0,3.0,0,3,1.0,1
81,5008891,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
82,5008892,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
83,5008893,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
84,5008894,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
85,5008895,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
86,5008896,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
87,5008897,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
88,5008898,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
89,5008899,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
90,5008900,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
91,5008901,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
92,5008902,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
93,5008903,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
94,5008904,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
95,5008905,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
96,5008906,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
97,5008907,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
98,5008908,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
99,5008909,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
100,5008910,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
101,5008911,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
102,5008912,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
103,5008913,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
104,5008914,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
105,5008915,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
106,5008916,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
107,5008917,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
108,5008918,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
109,5008919,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
110,5008920,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
111,5008921,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
112,5008922,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
113,5008923,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
114,5008924,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
115,5008925,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
116,5008926,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
117,5008927,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
118,5008928,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
119,5008929,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
120,5008930,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
121,5008931,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
122,5008932,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
123,5008933,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
124,5008934,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
125,5008935,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
126,5008936,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
127,5008937,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
128,5008938,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
129,5008939,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
130,5008940,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
131,5008941,0,0,1,0,297000.0,0,4,3,4,42.0,8.0,0,8,1.0,1
135,5008942,0,0,0,0,157500.0,0,1,1,1,37.0,13.0,0,6,2.0,1
136,5008943,0,0,0,0,157500.0,0,1,1,1,37.0,13.0,0,6,2.0,1
137,5008944,0,0,0,0,157500.0,0,1,1,1,37.0,13.0,0,6,2.0,1
138,5008945,0,0,0,0,157500.0,0,1,1,1,37.0,13.0,0,6,2.0,1
139,5008946,0,0,0,0,157500.0,0,1,1,1,37.0,13.0,0,6,2.0,1
140,5008947,1,0,1,0,135000.0,4,4,1,1,42.0,3.0,1,4,2.0,1
141,5008948,1,0,1,0,135000.0,4,4,1,1,42.0,3.0,1,4,2.0,1
142,5008949,1,0,1,0,135000.0,4,4,1,1,42.0,3.0,1,4,2.0,1
143,5008950,1,0,1,0,135000.0,4,4,1,1,42.0,3.0,1,4,2.0,1
144,5008951,1,0,1,1,225000.0,4,4,1,1,28.0,7.0,0,12,3.0,1
145,5008952,1,0,1,1,225000.0,4,4,1,1,28.0,7.0,0,12,3.0,1
146,5008953,1,0,1,1,225000.0,4,4,1,1,28.0,7.0,0,12,3.0,1
147,5008954,1,0,1,1,225000.0,4,4,1,1,28.0,7.0,0,12,3.0,1
148,5008955,0,1,1,0,135000.0,4,4,1,1,48.0,4.0,0,8,2.0,1
149,5008956,0,1,1,0,135000.0,4,4,1,1,48.0,4.0,0,8,2.0,1
150,5008957,0,1,1,0,135000.0,4,4,1,1,48.0,4.0,0,8,2.0,1
151,5008958,0,1,1,0,135000.0,4,4,1,1,48.0,4.0,0,8,2.0,1
152,5008959,0,1,1,0,135000.0,4,4,1,1,48.0,4.0,0,8,2.0,1
153,5008960,0,1,1,0,135000.0,4,4,1,1,48.0,4.0,0,8,2.0,1
154,5008962,0,1,1,0,135000.0,4,4,1,1,48.0,4.0,0,8,2.0,1
155,5008963,0,1,1,0,135000.0,4,4,1,1,48.0,4.0,0,8,2.0,1
156,5008966,1,0,1,0,157500.0,4,4,1,1,43.0,2.0,0,12,2.0,1
157,5008967,1,0,1,0,157500.0,4,4,1,1,43.0,2.0,0,12,2.0,1
158,5008971,1,0,1,0,157500.0,4,4,1,1,43.0,2.0,0,12,2.0,1
159,5008973,1,0,1,0,157500.0,4,4,1,1,43.0,2.0,0,12,2.0,1
160,5008974,0,0,1,0,112500.0,1,4,1,1,61.0,0.0,0,15,2.0,1
161,5008975,0,0,1,0,112500.0,1,4,1,1,61.0,0.0,0,15,2.0,1
162,5008976,0,0,1,0,112500.0,1,4,1,1,61.0,0.0,0,15,2.0,1
163,5008977,0,0,1,0,112500.0,1,4,1,1,61.0,0.0,0,15,2.0,1
164,5008978,0,0,1,0,112500.0,1,4,1,1,61.0,0.0,0,15,2.0,1
165,5008979,0,0,1,0,112500.0,1,4,1,1,61.0,0.0,0,15,2.0,1
166,5008980,0,0,1,0,112500.0,1,4,1,1,61.0,0.0,0,15,2.0,1
167,5008981,1,1,1,0,112500.0,2,4,1,1,57.0,6.0,0,4,2.0,1
168,5008983,1,1,1,0,112500.0,2,4,1,1,57.0,6.0,0,4,2.0,1
169,5008984,1,1,1,0,112500.0,2,4,1,1,57.0,6.0,0,4,2.0,1
170,5008986,1,1,1,0,112500.0,2,4,1,1,57.0,6.0,0,4,2.0,1
171,5008987,1,1,1,0,112500.0,2,4,1,1,57.0,6.0,0,4,2.0,1
172,5008988,1,1,1,0,112500.0,2,4,1,1,57.0,6.0,0,4,2.0,1
174,5008991,0,1,1,0,270000.0,4,4,2,1,45.0,3.0,1,1,1.0,1
175,5008992,0,1,1,0,270000.0,4,4,2,1,45.0,3.0,1,1,1.0,1
176,5008993,0,1,1,0,270000.0,4,4,2,1,45.0,3.0,1,1,1.0,1
177,5008994,0,1,1,0,270000.0,4,4,2,1,45.0,3.0,1,1,1.0,1
178,5008995,0,1,1,0,270000.0,4,4,2,1,45.0,3.0,1,1,1.0,1
179,5112861,0,1,1,0,270000.0,4,4,2,1,45.0,3.0,1,1,1.0,1
181,5008998,0,1,1,0,270000.0,4,1,1,1,29.0,2.0,0,10,2.0,1
182,5008999,0,1,1,0,270000.0,4,1,1,1,29.0,2.0,0,10,2.0,1
183,5009000,1,1,1,0,157500.0,4,4,1,1,27.0,2.0,0,4,2.0,1
185,5009001,1,0,1,0,166500.0,4,4,1,1,51.0,17.0,1,8,2.0,1
186,5009002,1,0,1,0,166500.0,4,4,1,1,51.0,17.0,1,8,2.0,1
187,5009005,1,0,1,0,166500.0,4,4,1,1,51.0,17.0,1,8,2.0,1
188,5009006,1,0,1,0,166500.0,4,4,1,1,51.0,17.0,1,8,2.0,1
189,5009007,1,0,1,0,166500.0,4,4,1,1,51.0,17.0,1,8,2.0,1
190,5009008,1,0,1,0,166500.0,4,4,1,1,51.0,17.0,1,8,2.0,1
191,5009009,1,0,1,0,166500.0,4,4,1,1,51.0,17.0,1,8,2.0,1
192,5009010,1,0,1,0,166500.0,4,4,1,1,51.0,17.0,1,8,2.0,1
193,5009012,1,0,1,0,166500.0,4,4,1,1,51.0,17.0,1,8,2.0,1
194,5009014,1,0,1,0,166500.0,4,4,1,1,51.0,17.0,1,8,2.0,1
199,5009016,0,0,1,2,216000.0,2,1,1,1,42.0,8.0,0,12,4.0,1
200,5009018,0,0,1,2,216000.0,2,1,1,1,42.0,8.0,0,12,4.0,1
201,5009019,0,0,1,2,216000.0,2,1,1,1,42.0,8.0,0,12,4.0,1
202,5009020,0,0,1,2,216000.0,2,1,1,1,42.0,8.0,0,12,4.0,1
203,5009022,0,0,1,2,216000.0,2,1,1,1,42.0,8.0,0,12,4.0,1
204,5009023,0,0,1,2,216000.0,2,1,1,1,42.0,8.0,0,12,4.0,1
205,5009024,0,0,1,2,216000.0,2,1,1,1,42.0,8.0,0,12,4.0,1
206,5009025,0,0,1,2,216000.0,2,1,1,1,42.0,8.0,0,12,4.0,1
209,5009027,0,1,1,0,270000.0,0,4,1,1,54.0,29.0,0,8,2.0,1
210,5112862,0,1,1,0,270000.0,0,4,1,1,54.0,29.0,0,8,2.0,1
211,5009028,0,1,1,0,225000.0,0,4,1,1,39.0,7.0,0,8,2.0,1
212,5009029,0,1,1,0,225000.0,0,4,1,1,39.0,7.0,0,8,2.0,1
213,5009031,0,0,1,0,315000.0,4,4,3,1,28.0,3.0,0,0,1.0,1
214,5009032,0,0,1,0,315000.0,4,4,3,1,28.0,3.0,0,0,1.0,1
216,5009033,0,0,0,0,255150.0,1,2,0,4,51.0,0.0,0,15,2.0,1
217,5009034,0,0,0,0,255150.0,1,2,0,4,51.0,0.0,0,15,2.0,1
218,5009035,0,0,0,0,255150.0,1,2,0,4,51.0,0.0,0,15,2.0,1
219,5009036,0,0,0,0,255150.0,1,2,0,4,51.0,0.0,0,15,2.0,1
220,5009037,0,0,0,0,255150.0,1,2,0,4,51.0,0.0,0,15,2.0,1
221,5009038,0,0,0,0,255150.0,1,2,0,4,51.0,0.0,0,15,2.0,1
222,5009039,0,0,1,2,157500.0,4,4,3,1,39.0,1.0,0,3,3.0,1
223,5009040,0,0,1,2,157500.0,4,4,3,1,39.0,1.0,0,3,3.0,1
224,5009042,0,0,1,0,148500.0,4,1,1,1,48.0,2.0,0,3,2.0,1
225,5009043,0,0,1,0,148500.0,4,1,1,1,48.0,2.0,0,3,2.0,1
226,5009044,0,0,1,0,148500.0,4,1,1,1,48.0,2.0,0,3,2.0,1
227,5009045,0,0,1,0,148500.0,4,1,1,1,48.0,2.0,0,3,2.0,1
228,5009046,0,0,1,0,148500.0,4,1,1,1,48.0,2.0,0,3,2.0,1
229,5009047,0,0,1,0,148500.0,4,1,1,1,48.0,2.0,0,3,2.0,1
231,5009050,0,0,1,2,202500.0,4,1,1,1,30.0,6.0,0,3,4.0,1
232,5009051,0,0,1,2,202500.0,4,1,1,1,30.0,6.0,0,3,4.0,1
233,5009052,0,0,1,2,202500.0,4,1,1,1,30.0,6.0,0,3,4.0,1
234,5009053,0,0,1,2,202500.0,4,1,1,1,30.0,6.0,0,3,4.0,1
235,5009055,0,0,1,2,202500.0,4,1,1,1,30.0,6.0,0,3,4.0,1
236,5009056,1,0,1,0,202500.0,4,4,3,1,24.0,2.0,1,4,1.0,1
237,5009057,1,0,1,0,202500.0,4,4,3,1,24.0,2.0,1,4,1.0,1
238,5009058,0,1,1,0,112500.0,0,4,3,1,20.0,2.0,0,13,1.0,1
239,5009060,0,0,1,0,94500.0,1,1,1,1,61.0,0.0,0,15,2.0,1
240,5009062,1,1,1,0,315000.0,4,4,0,1,28.0,5.0,0,16,2.0,1
241,5009063,1,1,1,0,315000.0,4,4,0,1,28.0,5.0,0,16,2.0,1
242,5009064,1,1,1,0,315000.0,4,4,0,1,28.0,5.0,0,16,2.0,1
243,5009065,1,1,1,0,315000.0,4,4,0,1,28.0,5.0,0,16,2.0,1
244,5009066,1,1,1,0,315000.0,4,4,0,1,28.0,5.0,0,16,2.0,1
245,5009067,1,1,1,0,315000.0,4,4,0,1,28.0,5.0,0,16,2.0,1
246,5009068,1,1,1,0,315000.0,4,4,0,1,28.0,5.0,0,16,2.0,1
247,5009069,1,1,1,0,315000.0,4,4,0,1,28.0,5.0,0,16,2.0,1
248,5009070,1,1,1,0,315000.0,4,4,0,1,28.0,5.0,0,16,2.0,1
249,5009071,0,1,1,0,270000.0,0,2,0,2,28.0,8.0,0,6,2.0,1
250,5009072,0,1,1,0,270000.0,0,2,0,2,28.0,8.0,0,6,2.0,1
252,5009074,0,1,1,1,450000.0,2,1,1,1,48.0,1.0,0,3,3.0,1
253,5009075,0,1,1,1,450000.0,2,1,1,1,48.0,1.0,0,3,3.0,1
254,5009078,1,0,1,1,180000.0,4,4,1,5,38.0,3.0,0,4,3.0,1
255,5009079,0,0,1,0,112500.0,4,1,0,1,27.0,8.0,0,8,2.0,1
256,5009080,0,0,1,0,112500.0,4,1,0,1,27.0,8.0,0,8,2.0,1
257,5009081,0,0,1,0,112500.0,4,1,0,1,27.0,8.0,0,8,2.0,1
258,5009083,1,0,1,0,90000.0,4,4,1,1,56.0,15.0,0,4,2.0,1
259,5009084,1,0,1,0,90000.0,4,4,1,1,56.0,15.0,0,4,2.0,1
262,5009088,1,1,0,2,202500.0,0,1,1,1,40.0,8.0,0,8,4.0,1
263,5009089,1,1,0,2,202500.0,0,1,1,1,40.0,8.0,0,8,4.0,1
266,5009090,1,1,1,0,247500.0,4,4,1,1,34.0,11.0,0,4,2.0,1
267,5009092,1,1,1,1,765000.0,4,1,1,1,33.0,3.0,1,10,3.0,1
268,5009094,1,1,1,1,765000.0,4,1,1,1,33.0,3.0,1,10,3.0,1
269,5009095,1,1,1,1,765000.0,4,1,1,1,33.0,3.0,1,10,3.0,1
271,5009096,0,0,1,1,270000.0,0,4,1,1,37.0,12.0,0,0,3.0,1
272,5009097,0,0,1,1,270000.0,0,4,1,1,37.0,12.0,0,0,3.0,1
273,5009098,0,0,1,1,270000.0,0,4,1,1,37.0,12.0,0,0,3.0,1
274,5009099,0,0,1,0,315000.0,4,1,2,1,36.0,1.0,0,10,1.0,1
275,5009100,0,0,1,0,315000.0,4,1,2,1,36.0,1.0,0,10,1.0,1
276,5009103,1,1,1,2,157500.0,4,4,1,5,35.0,11.0,0,4,4.0,1
277,5009104,1,1,1,2,157500.0,4,4,1,5,35.0,11.0,0,4,4.0,1
278,5009105,1,1,1,2,157500.0,4,4,1,5,35.0,11.0,0,4,4.0,1
279,5009106,1,1,1,2,157500.0,4,4,1,5,35.0,11.0,0,4,4.0,1
280,5112876,1,1,1,2,157500.0,4,4,1,5,35.0,11.0,0,4,4.0,1
281,5009108,1,0,1,0,360000.0,0,4,1,1,41.0,7.0,0,18,2.0,1
282,5009109,1,0,1,0,360000.0,0,4,1,1,41.0,7.0,0,18,2.0,1
283,5009110,0,0,1,0,112500.0,0,1,1,1,24.0,0.0,0,6,2.0,1
284,5009116,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
285,5009117,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
286,5009118,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
287,5009120,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
288,5009122,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
289,5009123,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
290,5009124,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
291,5009125,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
292,5009126,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
293,5009127,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
294,5009128,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
295,5009129,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
296,5009130,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
297,5009131,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
299,5009133,1,0,1,0,382500.0,1,4,4,1,59.0,0.0,0,15,1.0,1
300,5009134,1,0,1,0,382500.0,1,4,4,1,59.0,0.0,0,15,1.0,1
301,5009135,1,0,1,0,382500.0,1,4,4,1,59.0,0.0,0,15,1.0,1
302,5009136,1,0,1,0,382500.0,1,4,4,1,59.0,0.0,0,15,1.0,1
303,5009137,1,0,1,0,382500.0,1,4,4,1,59.0,0.0,0,15,1.0,1
304,5009138,1,0,1,0,382500.0,1,4,4,1,59.0,0.0,0,15,1.0,1
305,5009139,1,0,1,0,382500.0,1,4,4,1,59.0,0.0,0,15,1.0,1
306,5009140,1,0,1,0,382500.0,1,4,4,1,59.0,0.0,0,15,1.0,1
307,5009141,0,0,0,0,135000.0,4,4,0,1,26.0,4.0,1,10,2.0,1
308,5009142,0,0,0,0,135000.0,4,4,0,1,26.0,4.0,1,10,2.0,1
309,5009143,1,1,0,0,225000.0,1,4,0,1,50.0,0.0,0,15,2.0,1
310,5009144,1,1,0,0,225000.0,1,4,0,1,50.0,0.0,0,15,2.0,1
311,5009145,1,1,0,0,315000.0,4,1,1,1,43.0,10.0,1,10,2.0,1
312,5009146,1,1,0,0,315000.0,4,1,1,1,43.0,10.0,1,10,2.0,1
313,5009147,1,1,0,0,315000.0,4,1,1,1,43.0,10.0,1,10,2.0,1
314,5009149,1,1,0,0,315000.0,4,1,1,1,43.0,10.0,1,10,2.0,1
315,5009150,1,1,0,0,315000.0,4,1,1,1,43.0,10.0,1,10,2.0,1
318,5009151,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
319,5009152,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
320,5009153,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
321,5009154,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
322,5009155,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
323,5009156,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
324,5009157,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
325,5009158,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
326,5009159,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
327,5009160,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
328,5009161,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
329,5009162,0,0,0,0,180000.0,4,4,1,1,53.0,7.0,0,16,2.0,1
330,5009163,0,0,0,0,157500.0,4,4,1,1,35.0,8.0,0,16,2.0,1
331,5009164,0,0,0,0,157500.0,4,4,1,1,35.0,8.0,0,16,2.0,1
332,5009165,0,0,0,0,157500.0,4,4,1,1,35.0,8.0,0,16,2.0,1
333,5009166,0,0,0,0,157500.0,4,4,1,1,35.0,8.0,0,16,2.0,1
