index,ID,GENDER,OWN_CAR,OWN_REALTY,CHILDREN,TOTAL_INCOME,INCOME_TYPE,EDUCATION_TYPE,FAMILY_STATUS,HOUSING_TYPE,AGE,EXPERIENCE,WORK_PHONE,OCCUPATION_TYPE,FAM_MEMBERS,CREDIT_CARD_APPROVAL_STATUS
434593,5054525,0,0,0,2,180000.0,4,4,3,1,45.0,22.0,0,12,4.0,0
45872,5137506,0,0,0,0,216000.0,0,4,1,1,53.0,4.0,1,12,2.0,0
2205,5021362,1,1,0,0,225000.0,4,4,1,1,54.0,18.0,0,8,2.0,1
434685,5105536,1,1,0,0,202500.0,4,4,1,1,27.0,6.0,0,4,2.0,0
295,5009129,0,0,0,0,157500.0,0,1,2,5,43.0,1.0,0,12,1.0,1
44758,5135345,1,0,1,0,112500.0,0,1,1,1,55.0,1.0,0,18,2.0,0
42530,5118037,0,0,0,2,121500.0,4,1,1,1,32.0,1.0,0,5,4.0,1
434533,5036590,1,1,1,0,292500.0,4,1,1,1,57.0,2.0,0,4,2.0,0
874,5009798,0,0,0,0,198000.0,1,4,4,1,60.0,0.0,0,15,1.0,1
36229,5104866,0,0,1,0,112500.0,4,1,1,1,33.0,10.0,0,0,2.0,1
33979,5097026,1,0,1,0,315000.0,4,2,2,1,33.0,5.0,1,8,1.0,1
46256,5142184,1,1,1,2,450000.0,0,1,1,1,48.0,11.0,1,10,4.0,0
46486,5142458,0,0,1,0,67500.0,0,1,2,1,51.0,1.0,0,3,1.0,0
434598,5058348,0,0,1,0,99000.0,1,1,2,1,67.0,0.0,0,15,1.0,0
2263,5021430,0,0,1,0,126000.0,0,1,3,1,51.0,6.0,0,16,1.0,0
44758,5135345,1,0,1,0,112500.0,0,1,1,1,55.0,1.0,0,18,2.0,0
25576,5086005,0,0,1,0,157500.0,1,4,4,1,58.0,0.0,0,15,1.0,1
32279,5095193,1,1,1,1,495000.0,0,4,1,1,45.0,3.0,0,10,3.0,1
31466,5091851,1,0,1,1,157500.0,0,4,1,1,29.0,9.0,0,8,3.0,1
36069,5100427,0,0,1,1,202500.0,4,2,1,1,29.0,3.0,0,16,3.0,0
43130,5125340,0,1,1,0,157500.0,4,4,1,1,47.0,14.0,0,10,2.0,0
434756,5125832,1,0,1,0,270000.0,0,2,3,1,31.0,0.0,0,16,1.0,0
434572,5051132,0,0,0,0,450000.0,0,1,3,1,27.0,0.0,0,3,1.0,0
25349,5085719,0,0,1,0,162000.0,4,1,1,1,40.0,16.0,0,12,2.0,1
21057,5061977,0,0,1,0,135000.0,4,1,1,1,36.0,4.0,0,8,2.0,1
34192,5097147,0,0,0,0,166500.0,1,4,3,2,59.0,0.0,0,15,1.0,1
434756,5125832,1,0,1,0,270000.0,0,2,3,1,31.0,0.0,0,16,1.0,0
31486,5091871,1,0,1,0,202500.0,0,1,2,1,43.0,1.0,0,12,1.0,0
17565,5051012,0,0,0,1,225000.0,0,4,1,1,28.0,9.0,1,14,3.0,1
6976,5026492,0,0,1,1,225000.0,0,1,1,1,43.0,7.0,0,10,3.0,1
434671,5096528,0,0,0,0,135000.0,4,4,4,0,54.0,1.0,0,3,1.0,0
48638,5149188,1,1,0,1,450000.0,4,1,1,1,26.0,1.0,0,3,3.0,0
20437,5061201,0,0,1,0,49500.0,1,4,4,1,63.0,0.0,0,15,1.0,1
434545,5045895,0,0,1,0,225000.0,1,4,3,1,63.0,0.0,0,15,1.0,0
31939,5092414,1,1,1,0,225000.0,0,4,1,1,37.0,6.0,0,8,2.0,0
3446,5090079,0,1,1,0,202500.0,4,1,4,1,32.0,4.0,0,10,1.0,1
2862,5022107,0,0,1,1,112500.0,4,4,3,1,49.0,15.0,1,6,2.0,1
24938,5079018,1,1,1,2,900000.0,0,1,1,1,27.0,2.0,0,10,4.0,0
15462,5045305,0,1,1,0,270000.0,2,1,1,1,60.0,34.0,0,3,2.0,1
18307,5053254,0,1,1,0,180000.0,0,4,1,1,51.0,5.0,1,10,2.0,0
21803,5065491,0,0,1,0,112500.0,0,4,0,1,34.0,2.0,1,11,2.0,1
20944,5061841,0,1,1,0,225000.0,4,1,2,4,30.0,0.0,1,12,1.0,1
41334,5116768,0,0,1,0,121500.0,4,4,1,1,60.0,5.0,0,8,2.0,1
434566,5050606,1,0,0,0,157500.0,4,4,1,1,50.0,19.0,1,8,2.0,0
422,5009274,1,0,0,0,180000.0,0,4,1,2,40.0,6.0,0,8,2.0,1
434463,5009524,1,1,0,1,112500.0,4,4,2,0,32.0,3.0,1,8,2.0,0
434798,5148934,1,1,0,0,108000.0,4,4,1,3,47.0,2.0,0,18,2.0,0
11497,5036542,1,1,0,2,180000.0,4,4,1,1,39.0,17.0,0,4,4.0,1
25974,5088251,0,0,1,0,270000.0,4,4,1,1,45.0,18.0,0,12,2.0,1
21729,5065392,1,0,1,0,270000.0,4,4,0,1,44.0,2.0,0,4,2.0,1
41705,5116993,0,0,1,0,67500.0,1,4,1,1,55.0,0.0,0,15,2.0,1
40355,5115606,0,0,1,0,202500.0,4,4,1,1,39.0,9.0,0,3,2.0,0
7307,5028468,0,1,1,2,135000.0,4,4,1,1,33.0,0.0,0,4,4.0,1
22177,5066450,0,0,1,0,315000.0,0,4,3,1,55.0,3.0,0,1,1.0,0
434530,5035867,0,0,1,0,99000.0,2,4,1,1,48.0,1.0,0,3,2.0,1
24331,5069064,1,1,0,0,225000.0,0,4,1,1,48.0,6.0,0,8,2.0,1
434749,5118643,0,0,0,1,112500.0,4,4,1,1,27.0,1.0,1,2,3.0,0
39616,5113933,0,0,0,0,67500.0,1,4,4,1,63.0,0.0,0,15,1.0,0
21826,5065518,0,1,0,1,202500.0,4,1,1,4,26.0,7.0,0,8,3.0,0
33106,5096317,1,1,0,0,270000.0,0,1,3,1,26.0,0.0,0,3,1.0,1
434613,5068389,0,1,1,1,270000.0,4,1,2,1,38.0,0.0,0,16,2.0,0
6798,5026038,1,1,1,0,99000.0,4,4,1,4,27.0,4.0,0,10,2.0,1
434533,5036590,1,1,1,0,292500.0,4,1,1,1,57.0,2.0,0,4,2.0,0
6677,5025737,0,1,0,0,216000.0,4,1,1,2,32.0,0.0,0,16,2.0,1
434657,5092479,1,0,0,1,85500.0,2,4,1,2,41.0,18.0,0,3,3.0,0
2047,5018501,0,1,1,0,90000.0,4,4,1,1,51.0,2.0,1,2,2.0,0
32614,5095677,0,0,0,0,67500.0,1,4,1,1,62.0,0.0,0,15,2.0,1
48638,5149188,1,1,0,1,450000.0,4,1,1,1,26.0,1.0,0,3,3.0,0
43085,5125289,0,0,0,1,202500.0,4,4,2,1,38.0,0.0,0,8,2.0,0
21686,5065348,0,1,1,0,202500.0,4,1,1,1,41.0,10.0,0,6,2.0,0
12289,5036814,0,0,1,0,90000.0,0,4,3,1,54.0,8.0,0,12,1.0,1
32224,5095101,0,0,1,2,202500.0,4,1,1,1,37.0,8.0,0,6,4.0,1
20525,5061302,0,0,0,0,67500.0,4,4,1,5,42.0,23.0,1,11,2.0,1
44758,5135345,1,0,1,0,112500.0,0,1,1,1,55.0,1.0,0,18,2.0,0
434616,5068779,0,0,0,0,180000.0,4,4,3,5,36.0,10.0,1,13,1.0,0
9855,5033703,1,0,1,0,65250.0,1,4,1,1,63.0,0.0,0,15,2.0,1
434671,5096528,0,0,0,0,135000.0,4,4,4,0,54.0,1.0,0,3,1.0,0
434752,5125716,0,1,1,0,135000.0,4,3,1,1,44.0,1.0,0,6,2.0,0
40357,5115608,0,0,1,0,202500.0,4,4,1,1,39.0,9.0,0,3,2.0,0
45872,5137506,0,0,0,0,216000.0,0,4,1,1,53.0,4.0,1,12,2.0,0
20588,5061389,0,1,1,1,225000.0,2,4,1,1,37.0,4.0,0,11,3.0,1
15906,5045888,0,0,1,0,225000.0,1,4,3,1,63.0,0.0,0,15,1.0,0
26918,5089680,0,0,0,0,261000.0,0,2,1,1,27.0,2.0,1,12,2.0,1
22687,5067102,0,0,0,0,180000.0,0,4,3,2,45.0,12.0,0,16,1.0,1
33411,5096770,0,0,0,0,171000.0,1,4,1,1,59.0,0.0,0,15,2.0,1
46407,5142361,1,1,1,1,112500.0,4,4,1,1,44.0,2.0,1,4,3.0,0
1583,5010595,0,0,1,0,112500.0,1,4,1,1,62.0,0.0,0,15,2.0,1
41329,5116757,1,0,1,1,189000.0,4,4,1,1,46.0,1.0,0,6,3.0,1
16175,5046232,1,1,1,0,112500.0,4,4,3,1,28.0,7.0,1,4,1.0,1
434790,5145817,0,0,1,0,90000.0,1,4,1,1,60.0,0.0,0,15,2.0,0
42709,5118309,1,1,0,0,270000.0,0,4,3,1,36.0,3.0,1,4,1.0,0
434539,5041496,1,1,1,0,90000.0,4,4,0,1,35.0,0.0,0,8,2.0,0
23439,5068002,0,0,1,0,76500.0,4,4,1,1,53.0,13.0,1,8,2.0,1
23979,5068660,0,1,1,0,360000.0,2,1,2,1,52.0,5.0,0,3,1.0,1
46486,5142458,0,0,1,0,67500.0,0,1,2,1,51.0,1.0,0,3,1.0,0
434539,5041496,1,1,1,0,90000.0,4,4,0,1,35.0,0.0,0,8,2.0,0
35172,5100167,0,0,1,0,76500.0,4,4,1,1,42.0,0.0,1,19,2.0,0
37581,5112817,0,0,1,0,121500.0,4,4,1,1,40.0,16.0,0,11,2.0,1
43637,5125965,1,1,1,0,202500.0,4,4,1,1,40.0,3.0,0,8,2.0,1
49010,5149608,1,0,1,0,157500.0,0,1,1,4,28.0,6.0,0,3,2.0,1
31939,5092414,1,1,1,0,225000.0,0,4,1,1,37.0,6.0,0,8,2.0,0
36641,5105368,1,0,1,0,360000.0,4,4,1,1,49.0,28.0,1,8,2.0,1
21664,5065313,0,0,1,1,157500.0,2,1,1,1,42.0,11.0,0,3,3.0,0
434550,5046324,0,0,1,1,157500.0,0,4,3,1,42.0,6.0,0,9,3.0,0
32101,5094922,0,1,1,0,135000.0,0,4,1,1,33.0,4.0,1,3,2.0,1
434624,5078820,0,0,0,2,225000.0,0,4,1,1,39.0,13.0,0,6,4.0,0
21090,5062020,0,0,0,0,180000.0,0,4,3,1,31.0,6.0,0,12,1.0,1
46486,5142458,0,0,1,0,67500.0,0,1,2,1,51.0,1.0,0,3,1.0,0
434573,5051160,1,1,0,1,135000.0,4,4,1,1,26.0,2.0,0,8,3.0,0
26206,5090818,0,0,1,0,612000.0,2,4,1,1,34.0,10.0,0,0,2.0,1
44757,5135344,1,0,1,0,112500.0,0,1,1,1,55.0,1.0,0,18,2.0,0
1317,5010300,0,0,1,0,135000.0,0,4,1,1,40.0,5.0,0,16,2.0,1
3044,5022318,1,1,0,1,270000.0,0,1,1,1,31.0,3.0,0,10,3.0,1
22774,5067209,0,0,0,0,103500.0,1,4,1,1,62.0,0.0,0,15,2.0,0
3102,5022407,0,0,1,0,153000.0,1,1,1,1,59.0,0.0,0,15,2.0,1
40730,5116042,0,0,0,1,225000.0,0,4,3,1,38.0,2.0,0,0,2.0,1
38072,5112920,1,1,1,3,256500.0,4,4,1,1,35.0,4.0,0,4,5.0,1
434730,5116906,1,1,1,0,211500.0,1,4,1,1,41.0,20.0,0,3,2.0,0
34570,5117452,0,0,0,2,90000.0,4,4,1,1,32.0,0.0,1,12,4.0,1
41036,5116413,1,1,1,2,180000.0,2,4,1,1,33.0,14.0,0,4,4.0,1
21414,5062436,1,1,1,1,180000.0,4,4,3,1,31.0,2.0,0,4,2.0,1
49231,5149866,0,0,1,2,157500.0,4,4,2,1,37.0,3.0,0,8,3.0,1
15484,5045360,1,1,1,0,360000.0,4,4,1,1,58.0,5.0,1,6,2.0,1
434782,5143342,1,0,0,1,216000.0,4,4,1,2,35.0,6.0,0,8,3.0,0
43130,5125340,0,1,1,0,157500.0,4,4,1,1,47.0,14.0,0,10,2.0,0
33134,5096352,1,1,0,0,315000.0,0,4,1,1,49.0,14.0,1,8,2.0,1
17104,5048581,0,0,1,0,135000.0,1,4,1,1,59.0,0.0,0,15,2.0,1
31486,5091871,1,0,1,0,202500.0,0,1,2,1,43.0,1.0,0,12,1.0,0
15858,5045826,0,0,1,0,270000.0,1,1,1,1,61.0,0.0,0,15,2.0,1
434569,5050706,0,1,0,0,157500.0,0,4,0,1,33.0,5.0,0,12,2.0,0
17062,5048516,0,0,1,0,157500.0,4,4,1,1,47.0,6.0,0,16,2.0,1
48638,5149188,1,1,0,1,450000.0,4,1,1,1,26.0,1.0,0,3,3.0,0
48080,5148486,0,0,1,1,180000.0,0,1,1,1,53.0,7.0,0,10,3.0,1
8200,5029269,1,1,1,2,225000.0,4,1,1,1,36.0,2.0,0,4,4.0,1
434653,5092245,0,0,0,0,103500.0,1,4,1,1,60.0,0.0,0,15,2.0,0
434686,5105538,1,1,0,0,202500.0,4,4,1,1,27.0,6.0,0,4,2.0,0
434588,5054063,1,0,0,1,157500.0,4,4,1,1,44.0,3.0,0,4,3.0,0
434487,5022053,1,0,0,0,202500.0,4,1,3,1,35.0,11.0,0,12,1.0,0
434746,5118442,0,1,0,1,108000.0,0,1,3,1,44.0,1.0,1,16,3.0,0
434467,5009753,0,1,0,0,315000.0,1,1,1,1,37.0,1.0,1,15,2.0,0
434746,5118442,0,1,0,1,108000.0,0,1,3,1,44.0,1.0,1,16,3.0,0
434753,5125761,1,0,1,0,270000.0,0,4,3,2,49.0,4.0,0,2,1.0,0
32608,5095667,1,1,0,1,180000.0,4,4,1,1,29.0,3.0,0,16,3.0,1
434601,5058354,0,0,1,0,99000.0,1,1,2,1,67.0,0.0,0,15,1.0,0
434686,5105538,1,1,0,0,202500.0,4,4,1,1,27.0,6.0,0,4,2.0,0
44051,5126463,0,1,0,0,112500.0,0,4,2,1,48.0,28.0,1,11,1.0,0
3933,5023364,1,0,1,0,180000.0,4,4,3,1,29.0,6.0,1,12,1.0,1
44265,5126712,1,0,1,1,157500.0,4,4,1,3,30.0,9.0,0,10,3.0,0
47153,5143212,0,1,1,2,157500.0,4,1,1,1,32.0,4.0,0,3,4.0,1
434551,5046328,0,0,1,1,157500.0,1,4,3,1,42.0,6.0,0,9,3.0,0
434608,5062136,1,0,0,1,180000.0,4,4,3,1,35.0,0.0,0,8,2.0,0
17567,5051014,0,0,0,1,225000.0,0,4,1,1,28.0,9.0,1,14,3.0,1
434679,5100430,1,1,0,0,180000.0,4,4,3,1,44.0,1.0,0,8,1.0,0
32264,5095157,0,0,1,1,315000.0,0,1,3,1,37.0,6.0,0,12,2.0,1
14336,5041326,0,0,1,0,202500.0,0,4,4,2,63.0,18.0,0,1,1.0,1
15907,5045894,0,0,1,0,225000.0,1,4,3,1,63.0,0.0,0,15,1.0,0
434577,5052661,0,0,1,0,103500.0,4,4,1,1,28.0,1.0,0,7,2.0,0
22115,5066372,0,0,0,0,121500.0,4,4,2,1,45.0,7.0,0,12,1.0,1
434686,5105538,1,1,0,0,202500.0,4,4,1,1,27.0,6.0,0,4,2.0,0
8464,5029575,1,1,1,0,202500.0,4,4,0,1,43.0,5.0,0,4,2.0,1
5177,5024676,0,0,1,1,180000.0,4,1,2,1,41.0,4.0,0,5,2.0,1
434679,5100430,1,1,0,0,180000.0,4,4,3,1,44.0,1.0,0,8,1.0,0
434700,5106077,0,0,1,0,135000.0,0,4,1,1,54.0,19.0,0,11,2.0,0
434469,5009894,0,0,0,0,180000.0,1,4,1,1,60.0,0.0,0,15,2.0,0
32493,5095454,0,1,1,2,202500.0,0,4,1,1,27.0,1.0,0,16,4.0,1
31226,5091580,0,0,0,2,225000.0,4,4,1,5,33.0,6.0,0,16,4.0,1
19071,5054161,0,1,0,0,315000.0,0,4,0,1,38.0,4.0,1,6,2.0,1
1052,5010002,0,0,1,2,157500.0,2,4,1,1,33.0,5.0,0,3,4.0,1
2877,5022123,1,0,1,0,315000.0,4,4,1,1,53.0,3.0,0,8,2.0,1
434487,5022053,1,0,0,0,202500.0,4,1,3,1,35.0,11.0,0,12,1.0,0
20610,5061415,0,0,1,0,157500.0,4,1,1,1,46.0,2.0,0,3,2.0,1
24745,5074636,1,0,1,0,270000.0,4,1,1,1,37.0,10.0,0,10,2.0,1
8098,5029190,0,0,0,0,112500.0,0,4,1,1,36.0,6.0,1,16,2.0,1
434480,5021310,1,0,1,0,270000.0,4,4,1,1,46.0,0.0,0,8,2.0,0
39300,5113500,1,1,1,0,225000.0,0,2,3,5,27.0,0.0,0,10,1.0,1
434653,5092245,0,0,0,0,103500.0,1,4,1,1,60.0,0.0,0,15,2.0,0
31486,5091871,1,0,1,0,202500.0,0,1,2,1,43.0,1.0,0,12,1.0,0
45404,5136964,0,0,0,0,153000.0,4,4,1,1,42.0,2.0,1,16,2.0,1
434638,5089959,1,0,1,1,126000.0,0,4,0,1,34.0,5.0,0,12,3.0,0
41190,5116599,0,0,0,0,144000.0,1,4,1,1,61.0,0.0,0,15,2.0,1
434753,5125761,1,0,1,0,270000.0,0,4,3,2,49.0,4.0,0,2,1.0,0
45278,5135968,0,0,1,0,112500.0,1,4,0,1,63.0,0.0,0,15,2.0,1
49213,5149846,1,1,1,1,360000.0,4,1,1,1,44.0,2.0,0,10,3.0,1
48529,5149033,0,0,1,0,180000.0,2,1,1,1,47.0,3.0,0,3,2.0,1
434575,5052653,0,0,1,0,103500.0,4,4,1,1,28.0,1.0,0,7,2.0,0
434588,5054063,1,0,0,1,157500.0,4,4,1,1,44.0,3.0,0,4,3.0,0
42870,5118567,0,0,1,0,157500.0,4,4,3,1,51.0,5.0,0,8,1.0,1
20982,5061884,0,0,1,0,292500.0,0,1,1,1,51.0,13.0,1,16,2.0,1
11746,5036625,1,0,0,1,135000.0,4,4,1,1,41.0,0.0,1,4,3.0,0
40088,5114536,0,0,1,0,126000.0,2,2,1,1,47.0,4.0,0,12,2.0,0
21216,5062176,0,0,1,2,135000.0,0,4,1,1,42.0,2.0,0,16,4.0,1
43369,5125624,1,1,1,0,112500.0,4,4,1,1,51.0,12.0,0,8,2.0,1
7782,5029040,0,0,1,0,90000.0,1,4,1,1,63.0,0.0,0,15,2.0,1
17042,5048487,1,1,1,0,202500.0,4,4,1,1,35.0,2.0,1,4,2.0,1
434517,5029028,0,0,1,0,90000.0,4,3,3,4,32.0,13.0,0,1,2.0,0
434624,5078820,0,0,0,2,225000.0,0,4,1,1,39.0,13.0,0,6,4.0,0
19381,5054524,0,0,0,2,180000.0,4,4,1,1,45.0,22.0,0,12,4.0,0
342,5009182,1,1,0,0,229500.0,4,2,1,0,50.0,3.0,0,8,2.0,1
434518,5029311,0,0,1,0,112500.0,1,4,1,1,59.0,0.0,0,15,2.0,0
5156,5025248,1,1,0,1,157500.0,0,4,1,1,32.0,9.0,0,12,3.0,0
44371,5126840,0,0,0,0,157500.0,0,1,3,4,32.0,3.0,0,12,1.0,1
43093,5125299,0,0,1,0,148500.0,1,4,1,1,57.0,0.0,0,15,2.0,0
434485,5021998,1,0,1,0,90000.0,1,4,1,1,51.0,4.0,0,15,2.0,0
434467,5009753,0,1,0,0,315000.0,1,1,1,1,37.0,1.0,1,15,2.0,0
1790,5010822,0,1,1,0,270000.0,4,4,1,1,35.0,4.0,0,6,2.0,1
434539,5041496,1,1,1,0,90000.0,4,4,0,1,35.0,0.0,0,8,2.0,0
434720,5115611,0,0,1,0,202500.0,4,4,3,1,39.0,9.0,0,3,2.0,0
434485,5021998,1,0,1,0,90000.0,1,4,1,1,51.0,4.0,0,15,2.0,0
46408,5142362,1,1,1,1,112500.0,4,4,1,1,44.0,2.0,1,4,3.0,0
45982,5139551,0,1,1,2,157500.0,0,1,1,1,37.0,17.0,0,11,4.0,1
16157,5046206,1,1,1,2,90000.0,1,3,1,1,60.0,0.0,0,15,4.0,1
26929,5089691,0,0,0,0,67500.0,4,4,0,1,42.0,0.0,0,2,2.0,1
26037,5088435,0,0,1,0,225000.0,4,4,3,1,48.0,4.0,0,3,1.0,1
434535,5036795,1,1,1,0,215100.0,0,4,1,1,52.0,3.0,0,8,2.0,0
434614,5068456,0,1,0,0,135000.0,0,4,1,1,37.0,7.0,0,12,2.0,0
434647,5090606,0,1,1,1,135000.0,4,4,3,1,29.0,1.0,0,12,2.0,0
14326,5041298,0,0,1,1,180000.0,0,2,1,1,33.0,3.0,0,6,3.0,1
40355,5115606,0,0,1,0,202500.0,4,4,1,1,39.0,9.0,0,3,2.0,0
434741,5118046,0,0,0,0,81000.0,1,4,4,1,65.0,0.0,0,15,1.0,0
434587,5053774,1,0,1,1,135000.0,4,1,1,1,36.0,10.0,0,12,3.0,0
